first_name,group_name,classification,frequency_female,frequency_male,frequency_total,frequency_group,ratio,alternative_names
"TICYANA","TICIANA","F",25,"",25,2464,1,"THICIANA|TICIANA|TYCIANA"
"TICYANE","TICIANE","F",38,"",38,6155,1,"TEICIANE|THICIANE|THICYANE|THYCIANE|TICIANE|TICIANNE|TYCIANE"
"TIDO","TIBOR","M","",23,23,101,1,"TIBOR"
"TIE","TIE","F",109,91,200,231,0.55,"THIE|THIER"
"TIECO","TIEKO","F",136,"",136,688,1,"TIEKO"
"TIEGO","TIEGO","M","",1287,1287,2453,1,"THIEGO|THYEGO"
"TIEKO","TIEKO","F",552,"",552,688,1,"TIECO"
"TIEL","TEL","M","",88,88,899,1,"TAEL|TEL|THAEL|THEL|THIEL"
"TIELE","TIELE","F",2253,54,2307,4401,0.98,"TAELE|TAILE|TAILER|TALE|TAULER|TAYELE|TAYLE|TAYLER|TELE|THAILE|THAILER|THALE|THAYELE|THAYLE|THAYLER|THIALE|THIELE|THYALE|THYELE|TIALE|TYELE|TYLER"
"TIELEM","TIELEN","F",44,"",44,398,1,"TAELEN|TAILEN|THIELEN|THYELEN|TIALEN|TIELEN|TUELEN"
"TIELEN","TIELEN","F",189,"",189,398,1,"TAELEN|TAILEN|THIELEN|THYELEN|TIALEN|TIELEM|TUELEN"
"TIELES","TALES","M",21,59,80,53115,0.74,"TAILES|TALES|TALEZ|TALHES|TELES|THAILES|THALES|THAYLES|THELES|THIALES|THIELES|TIALES"
"TIELI","TIELI","F",952,23,975,2877,0.98,"TAELI|TAILI|TAILY|TALI|TALY|TELI|TELY|THAILY|THALI|THALY|THELY|THIALI|THIALY|THIELI|THIELY|THYELI|TIALI|TIALY|TIELY|TILI|TUELI|TULI|TYELI"
"TIELIS","TALIS","M","",21,21,12651,1,"TAELIS|TAILIS|TALIS|TALIZ|TALYS|TELIS|THAILIS|THALIS|THALYS|TIALIS"
"TIELISON","TALISON","M","",35,35,21322,1,"TAILISON|TALISOM|TALISON|TALYSOM|TALYSON|TAYLISON|TELISON|THALISOM|THALISON|THALYSOM|THALYSON|THAYLISON|THIALISON|THYALISON|TIALISON"
"TIELLE","THIELLE","F",136,"",136,569,1,"TAILLER|TALIELE|TAYLLER|THAILLER|THAYLLE|THAYLLER|THIALLE|THIELLE|THYELLE|TYELLE"
"TIELLEN","THIELLEN","F",22,"",22,96,1,"THIELLEN|THYELLEN"
"TIELLI","THIELLY","F",43,"",43,803,1,"TAILLY|TALIELI|TALLY|TELLY|THAILLY|THALLY|THELLY|THIALLY|THIELLI|THIELLY|THILLY|THYELLY|TIELLY|TILLY"
"TIELLY","THIELLY","F",159,"",159,803,1,"TAILLY|TALIELI|TALLY|TELLY|THAILLY|THALLY|THELLY|THIALLY|THIELLI|THIELLY|THILLY|THYELLY|TIELLI|TILLY"
"TIELO","TAYLOR","M","",21,21,7915,1,"TAILO|TAILOR|TAULO|TAYLO|TAYLOR|TEILO|TEILOR|TELHO|TELO|TEYLO|TEYLOR|THAILO|THAILOR|THAYLO|THAYLOR|THEILO|THEILOR|THEYLO|THEYLOR|THULYO|THYLOR|TILO|TULHO|TULO|TULYO|TYLOR"
"TIELSON","TAILSON","M","",73,73,3592,1,"TAELSON|TAILSOM|TAILSON|TALSON|TAYLSON|TEILSON|TELSON|THAILSON|THAYLSON|THELSON|TILSON"
"TIELY","TIELI","F",268,"",268,2877,1,"TAELI|TAILI|TAILY|TALI|TALY|TELI|TELY|THAILY|THALI|THALY|THELY|THIALI|THIALY|THIELI|THIELY|THYELI|TIALI|TIALY|TIELI|TILI|TUELI|TULI|TYELI"
"TIEME","TIEME","F",137,"",137,180,1,"THIEME"
"TIEMI","TIEMI","F",232,"",232,391,1,"THIEMI|THIEMY|TIEMY"
"TIEMY","TIEMI","F",49,"",49,391,1,"THIEMI|THIEMY|TIEMI"
"TIENA","TIENA","F",27,"",27,27,1,""
"TIENE","TIENE","F",655,52,707,955,0.93,"THIENE|THIENNE|THYENE"
"TIENI","TIENI","F",65,"",65,167,1,"THIENNY|THIENY|TIENY"
"TIENY","TIENI","F",22,"",22,167,1,"THIENNY|THIENY|TIENI"
"TIERE","TIERRE","M","",107,107,1139,1,"THIERE|THIERRE|THYERRE|TIERRE|TYERRE"
"TIERES","TIERES","M","",270,270,639,1,"THIERES|THIERRES|THYERES|TIERRES"
"TIERI","THIERRY","M","",202,202,5341,1,"THIERI|THIERRI|THIERRY|THIERY|THYERRI|THYERRY|TIERRI|TIERRY|TIERY|TYERRI"
"TIERLA","TIERLA","F",27,"",27,27,1,""
"TIERRE","TIERRE","M","",558,558,1139,1,"THIERE|THIERRE|THYERRE|TIERE|TYERRE"
"TIERRES","TIERES","M","",45,45,639,1,"THIERES|THIERRES|THYERES|TIERES"
"TIERRI","THIERRY","M","",583,583,5341,1,"THIERI|THIERRI|THIERRY|THIERY|THYERRI|THYERRY|TIERI|TIERRY|TIERY|TYERRI"
"TIERRY","THIERRY","M","",705,705,5341,1,"THIERI|THIERRI|THIERRY|THIERY|THYERRI|THYERRY|TIERI|TIERRI|TIERY|TYERRI"
"TIERY","THIERRY","M","",80,80,5341,1,"THIERI|THIERRI|THIERRY|THIERY|THYERRI|THYERRY|TIERI|TIERRI|TIERRY|TYERRI"
"TIESA","THIESA","F",24,"",24,72,1,"THIESA|THIEZA"
"TIESLEI","TIESLEY","M","",21,21,64,1,"THIESLEY|TIESLEY"
"TIESLEY","TIESLEY","M","",23,23,64,1,"THIESLEY|TIESLEI"
"TIESSA","TIESSA","F",128,"",128,228,1,"THIESSA|THYESSA"
"TIETA","TIETA","F",70,"",70,70,1,""
"TIFANE","TIFANE","F",2297,"",2297,2909,1,"THIFANE|THIFANNE|THIFFANE|THYFANE|TIFANNE|TIFFANE|TIPHANE|TYFANE"
"TIFANI","TIFANI","F",4211,32,4243,13382,0.99,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANNI|TIFANNY|TIFANY|TIFFANI|TIFFANNY|TIFFANY|TIFHANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIFANIE","TIFANIE","F",24,"",24,47,1,"TIPHANIE"
"TIFANNE","TIFANE","F",34,"",34,2909,1,"THIFANE|THIFANNE|THIFFANE|THYFANE|TIFANE|TIFFANE|TIPHANE|TYFANE"
"TIFANNI","TIFANI","F",50,"",50,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNY|TIFANY|TIFFANI|TIFFANNY|TIFFANY|TIFHANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIFANNY","TIFANI","F",361,"",361,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANY|TIFFANI|TIFFANNY|TIFFANY|TIFHANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIFANY","TIFANI","F",2724,"",2724,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFFANI|TIFFANNY|TIFFANY|TIFHANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIFFANE","TIFANE","F",91,"",91,2909,1,"THIFANE|THIFANNE|THIFFANE|THYFANE|TIFANE|TIFANNE|TIPHANE|TYFANE"
"TIFFANI","TIFANI","F",283,"",283,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFANY|TIFFANNY|TIFFANY|TIFHANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIFFANNY","TIFANI","F",40,"",40,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFANY|TIFFANI|TIFFANY|TIFHANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIFFANY","TIFANI","F",1636,"",1636,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFANY|TIFFANI|TIFFANNY|TIFHANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIFHANY","TIFANI","F",33,"",33,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFANY|TIFFANI|TIFFANNY|TIFFANY|TIPHANI|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIHAGO","TIAGO","M","",319,319,844675,1,"TAIGO|TAIGOR|TAYGO|TAYGOR|THAIGO|THAIGOR|THAYGO|THAYGOR|THIAGO|THIIAGO|THYAGO|TIAGHO|TIAGO|TIAHGO|TIIAGO|TYAGO"
"TIIAGO","TIAGO","M","",21,21,844675,1,"TAIGO|TAIGOR|TAYGO|TAYGOR|THAIGO|THAIGOR|THAYGO|THAYGOR|THIAGO|THIIAGO|THYAGO|TIAGHO|TIAGO|TIAHGO|TIHAGO|TYAGO"
"TIKARA","TIKARA","M","",23,23,23,1,""
"TILA","TAILA","F",237,"",237,27718,1,"TAHILA|TAILA|TAILHA|TALA|TALHA|TAYALA|TAYLA|TEILA|TEYLA|THAILA|THALA|THAYALA|THAYLA|THEILA|THEYLA|THIALA|THILA|THULA|THYALA|THYLA|TIALA|TOALA|TUILA|TULA|TUYLA"
"TILANE","TAILANE","F",28,"",28,17344,1,"TAILANE|TAILANNE|TAILHANE|TALANE|TALHANE|TAYLANE|TAYLANNE|TEILANE|THAILANE|THALANE|THAYLANE|THAYLANNE|TULANE"
"TILARA","TILARA","F",77,"",77,120,1,"TAILARA"
"TILDA","TILDA","F",230,"",230,300,1,"TELDA|THILDA"
"TILDE","TILDE","F",90,"",90,117,1,"TAILDE"
"TILENE","TAILENE","F",46,"",46,770,1,"TAILENE|TALENE|TAYLENE|THAILENE|THAYLENE"
"TILIA","TALIA","F",116,"",116,46740,1,"TAILIA|TALHIA|TALIA|TALYA|TELIA|THALIA|THALYA|TULIA"
"TILIANE","TALIANE","F",48,"",48,5195,1,"TAILAINE|TAILAYNE|TAILIANE|TALAINE|TALIANE|TALYANE|TAYLAINE|TEILIANE|TELIANE|THAILAINE|THALIANE|THALYANE|THAYLAINE|TULIANE"
"TILIO","TULIO","M","",78,78,26167,1,"TALIO|TELIO|THALIO|THELIO|THULIO|TULHIO|TULIO"
"TILMA","TELMA","F",148,"",148,63757,1,"TAELMA|TAILMA|TALMA|TALMAR|TEILMA|TELMA|TELMAR|THAILMA|THALMA|THELMA"
"TILO","TAYLOR","M","",35,35,7915,1,"TAILO|TAILOR|TAULO|TAYLO|TAYLOR|TEILO|TEILOR|TELHO|TELO|TEYLO|TEYLOR|THAILO|THAILOR|THAYLO|THAYLOR|THEILO|THEILOR|THEYLO|THEYLOR|THULYO|THYLOR|TIELO|TULHO|TULO|TULYO|TYLOR"
"TILSA","TILZA","F",21,"",21,272,1,"TAILSA|TAILZA|TELSA|TELZA|TILZA"
"TILSON","TAILSON","M","",110,110,3592,1,"TAELSON|TAILSOM|TAILSON|TALSON|TAYLSON|TEILSON|TELSON|THAILSON|THAYLSON|THELSON|TIELSON"
"TILZA","TILZA","F",130,"",130,272,1,"TAILSA|TAILZA|TELSA|TELZA|TILSA"
"TIM","TIM","M","",123,123,123,1,""
"TIMARA","TIMARA","F",22,"",22,22,1,""
"TIMINA","TIMINA","F",31,"",31,31,1,""
"TIMNA","TIMNA","F",20,"",20,20,1,""
"TIMO","TIMO","M","",20,20,20,1,""
"TIMOTE","TIMOTE","M","",26,26,26,1,""
"TIMOTEA","TIMOTEA","F",50,"",50,50,1,""
"TIMOTEO","TIMOTEO","M",20,3080,3100,3224,0.99,"THIMOTEO|TIMOTHEO"
"TIMOTHEO","TIMOTEO","M","",35,35,3224,1,"THIMOTEO|TIMOTEO"
"TIMOTHY","TIMOTHY","M","",83,83,108,1,"TIMOTI"
"TIMOTI","TIMOTHY","M","",25,25,108,1,"TIMOTHY"
"TIMOTIO","TIMOTIO","M","",1486,1486,1513,1,"THIMOTIO"
"TINA","TINA","F",1157,"",1157,1507,1,"TEINA|THINA|THYNA|TINHA|TYNA"
"TINARA","TINARA","F",160,"",160,363,1,"THINARA|THYNARA|TYNARA"
"TINDARO","TINDARO","M","",27,27,27,1,""
"TINHA","TINA","F",20,"",20,1507,1,"TEINA|THINA|THYNA|TINA|TYNA"
"TINHO","TINO","M","",67,67,317,1,"TINO"
"TINO","TINO","M","",250,250,317,1,"TINHO"
"TINTINA","TINTINA","F",38,"",38,38,1,""
"TIOCO","TIOKO","F",32,"",32,369,1,"TIOKO|TIYOKO"
"TIOFILO","TIOFILO","M","",43,43,43,1,""
"TIOGO","TIOGO","M","",219,219,312,1,"THIOGO"
"TIOKO","TIOKO","F",192,"",192,369,1,"TIOCO|TIYOKO"
"TIOLINA","TALINA","F",21,"",21,951,1,"TAILINA|TALINA|TELINA|TEOLINA|TEULINA|THALINA|THEOLINA"
"TIONE","TIONE","M",39,56,95,95,0.59,""
"TIONES","TIONES","M","",22,22,22,1,""
"TIONILIA","TIONILIA","F",95,"",95,95,1,""
"TIONILIO","TIONILIO","M","",32,32,32,1,""
"TIOTINO","TIOTINO","M","",41,41,41,1,""
"TIPHANE","TIFANE","F",27,"",27,2909,1,"THIFANE|THIFANNE|THIFFANE|THYFANE|TIFANE|TIFANNE|TIFFANE|TYFANE"
"TIPHANI","TIFANI","F",45,"",45,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFANY|TIFFANI|TIFFANNY|TIFFANY|TIFHANY|TIPHANNY|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIPHANIE","TIFANIE","F",23,"",23,47,1,"TIFANIE"
"TIPHANNY","TIFANI","F",26,"",26,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFANY|TIFFANI|TIFFANNY|TIFFANY|TIFHANY|TIPHANI|TIPHANY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIPHANY","TIFANI","F",144,"",144,13382,1,"THIFANI|THIFANNI|THIFANNY|THIFANY|THIFFANI|THIFFANNY|THIFFANY|THIPHANY|THYFANI|THYFANNY|THYFANY|THYFFANY|TIFANI|TIFANNI|TIFANNY|TIFANY|TIFFANI|TIFFANNY|TIFFANY|TIFHANY|TIPHANI|TIPHANNY|TYFANI|TYFANNY|TYFANY|TYFFANI|TYFFANY"
"TIRCIANE","TIRCIANE","F",53,"",53,53,1,""
"TIRONE","TYRONE","M","",84,84,292,1,"TYRONE"
"TIRSA","TIRZA","F",86,"",86,767,1,"THIRSA|THIRZA|THYRZA|TIRZA|TIRZAH"
"TIRSO","TIRSO","M","",291,291,409,1,"THIRSO|THYRSO"
"TIRSON","TIRSON","M","",94,94,160,1,"THIRSON|THYRSON"
"TIRZA","TIRZA","F",450,"",450,767,1,"THIRSA|THIRZA|THYRZA|TIRSA|TIRZAH"
"TIRZAH","TIRZA","F",65,"",65,767,1,"THIRSA|THIRZA|THYRZA|TIRSA|TIRZA"
"TIS","THIS","F",22,"",22,387,1,"THIS|THIZ|THYS"
"TISA","TIZA","F",58,"",58,369,1,"TEISA|THISA|THIZA|THYSA|TIZA|TUISA|TUIZA"
"TISCIANE","TISCIANE","F",31,"",31,31,1,""
"TISIANA","TIZIANA","F",70,"",70,150,1,"TIZIANA"
"TISIANE","TISIANE","F",216,"",216,332,1,"THISIANE|TIZIANE"
"TISSA","THYSSA","F",25,"",25,83,1,"THISSA|THYSSA"
"TISSIA","TISSIA","F",26,"",26,26,1,""
"TISSIANA","TISSIANA","F",199,"",199,199,1,""
"TISSIANE","TISSIANE","F",586,"",586,632,1,"THISSIANE"
"TISSIANI","TISSIANI","F",28,"",28,28,1,""
"TISSIANO","TISSIANO","M","",31,31,31,1,""
"TISUKO","TIZUKO","F",33,"",33,165,1,"TIZUKO"
"TITA","TITA","F",301,58,359,359,0.84,""
"TITANIA","TITANIA","F",25,"",25,25,1,""
"TITIANE","TITIANE","F",40,"",40,40,1,""
"TITO","TITO","M",21,4313,4334,4357,1,"THITO"
"TITUS","TITUS","M","",26,26,26,1,""
"TIVA","TIVA","F",30,"",30,30,1,""
"TIYOKO","TIOKO","F",145,"",145,369,1,"TIOCO|TIOKO"
"TIYOMI","TIYOMI","F",22,"",22,22,1,""
"TIZA","TIZA","F",90,"",90,369,1,"TEISA|THISA|THIZA|THYSA|TISA|TUISA|TUIZA"
"TIZIANA","TIZIANA","F",80,"",80,150,1,"TISIANA"
"TIZIANE","TISIANE","F",91,"",91,332,1,"THISIANE|TISIANE"
"TIZIANO","TIZIANO","M","",46,46,46,1,""
"TIZUKO","TIZUKO","F",132,"",132,165,1,"TISUKO"
"TLITA","TALITA","F",41,"",41,167823,1,"TAILITA|TALHITA|TALITA|TALITAH|TALITHA|TALYTA|TALYTHA|TELITA|THALITA|THALITHA|THALYTA|THIALITA|THLITA|TIALITA"
"TOANE","TOANE","F",59,"",59,59,1,""
"TOANI","TOANI","F",29,"",29,29,1,""
"TOBIAS","TOBIAS","M",25,5052,5077,5333,1,"THOBIAS"
"TOCHICO","TOSHIKO","F",53,"",53,1094,1,"TOCHIKO|TOSHICO|TOSHIHIKO|TOSHIKO"
"TOCHIE","TOSHIE","F",26,"",26,330,1,"TOSHIE"
"TOCHIKO","TOSHIKO","F",47,"",47,1094,1,"TOCHICO|TOSHICO|TOSHIHIKO|TOSHIKO"
"TOCHIO","TOSHIO","M","",71,71,922,1,"TOSHIO"
"TOCO","TYOKO","M","",22,22,96,1,"TOKUO|TYOKO"
"TODD","TODD","M","",22,22,22,1,""
"TOGO","TOGO","M","",54,54,54,1,""
"TOINHA","TOINHA","F",267,"",267,267,1,""
"TOINHO","TOINHO","M","",124,124,124,1,""
"TOKIKO","TOKIKO","F",145,"",145,145,1,""
"TOKIO","TOKIO","M","",91,91,91,1,""
"TOKUE","TOKUE","F",22,"",22,22,1,""
"TOKUO","TYOKO","M","",31,31,96,1,"TOCO|TYOKO"
"TOLEDO","TOLEDO","M","",40,40,40,1,""
"TOLENTINA","TOLENTINA","F",252,"",252,252,1,""
"TOLENTINO","TOLENTINO","M","",511,511,511,1,""
"TOM","TOM","M","",771,771,974,1,"THOM|THON|TON"
"TOMAES","TOMAES","M","",35,35,35,1,""
"TOMAIS","TOMAIS","M","",713,713,819,1,"THOMAIS|TOMAIZ"
"TOMAIZ","TOMAIS","M","",22,22,819,1,"THOMAIS|TOMAIS"
"TOMAS","TOMAS","M",124,19527,19651,42322,0.99,"THOMAS|THOMAZ|THOMMAS|TOMAZ"
"TOMASA","TOMAZA","F",122,"",122,247,1,"TOMAZA"
"TOMASIA","TOMAZIA","F",1161,"",1161,2682,1,"THOMASIA|THOMAZIA|TOMAZIA"
"TOMASIO","TOMAZIO","M","",26,26,55,1,"TOMAZIO"
"TOMASO","TOMMASO","M","",27,27,127,1,"TOMAZO|TOMMASO"
"TOMAZ","TOMAS","M",35,5479,5514,42322,0.99,"THOMAS|THOMAZ|THOMMAS|TOMAS"
"TOMAZA","TOMAZA","F",125,"",125,247,1,"TOMASA"
"TOMAZIA","TOMAZIA","F",1391,"",1391,2682,1,"THOMASIA|THOMAZIA|TOMASIA"
"TOMAZIO","TOMAZIO","M","",29,29,55,1,"TOMASIO"
"TOMAZO","TOMMASO","M","",24,24,127,1,"TOMASO|TOMMASO"
"TOME","TOME","M",37,3801,3838,4177,0.99,"THOME|TOMER"
"TOMELINA","TOMELINA","F",38,"",38,38,1,""
"TOMER","TOME","M","",91,91,4177,1,"THOME|TOME"
"TOMI","TOMI","F",127,99,226,477,0.56,"TOMMY|TOMY"
"TOMICO","TOMIKO","F",118,"",118,701,1,"TOMIKO"
"TOMIE","TOMIE","F",297,"",297,297,1,""
"TOMIKO","TOMIKO","F",583,"",583,701,1,"TOMICO"
"TOMIO","TOMIO","M",20,272,292,292,0.93,""
"TOMIRES","TOMIRES","M",92,127,219,219,0.58,""
"TOMIX","TOMIX","M","",37,37,37,1,""
"TOMMASO","TOMMASO","M","",76,76,127,1,"TOMASO|TOMAZO"
"TOMMY","TOMI","M","",169,169,477,1,"TOMI|TOMY"
"TOMOCO","TOMOKO","F",34,"",34,399,1,"TOMOKO"
"TOMOE","TOMOE","F",133,"",133,133,1,""
"TOMOHIRO","TOMOHIRO","M","",27,27,27,1,""
"TOMOKO","TOMOKO","F",365,"",365,399,1,"TOMOCO"
"TOMOYUKI","TOMOYUKI","M","",30,30,30,1,""
"TOMPSOM","THOMPSON","M","",50,50,703,1,"THOMPSOM|THOMPSON|TOMPSON"
"TOMPSON","THOMPSON","M","",233,233,703,1,"THOMPSOM|THOMPSON|TOMPSOM"
"TOMY","TOMI","M","",82,82,477,1,"TOMI|TOMMY"
"TON","TOM","M","",152,152,974,1,"THOM|THON|TOM"
"TONE","TONE","M","",661,661,689,1,"THONE"
"TONES","TONES","M","",120,120,120,1,""
"TONHA","TONHA","F",114,"",114,114,1,""
"TONHO","TONHO","M","",249,249,249,1,""
"TONI","TONI","M",169,7637,7806,15841,0.98,"THONI|THONNY|THONY|TONNI|TONNY|TONY"
"TONIA","TONIA","F",816,"",816,816,1,""
"TONICA","TONICA","F",31,"",31,31,1,""
"TONICLEI","TONICLEI","M","",33,33,33,1,""
"TONICO","TONICO","M","",238,238,238,1,""
"TONIEDSON","TONIEDSON","M","",41,41,41,1,""
"TONIEL","TONIEL","M","",874,874,874,1,""
"TONIELSON","TONILSON","M","",111,111,229,1,"TONILSON"
"TONIELTON","TONIELTON","M","",30,30,50,1,"TONILTON"
"TONILDA","TONILDA","F",76,"",76,76,1,""
"TONILDO","TONILDO","M","",59,59,59,1,""
"TONILSON","TONILSON","M","",118,118,229,1,"TONIELSON"
"TONILTON","TONIELTON","M","",20,20,50,1,"TONIELTON"
"TONIMAR","TONIMAR","M","",129,129,129,1,""
"TONINHO","TONINHO","M","",552,552,587,1,"TONINO"
"TONINO","TONINHO","M","",35,35,587,1,"TONINHO"
"TONIO","TONIO","M","",397,397,397,1,""
"TONIS","TONIS","M","",260,260,299,1,"TONYS"
"TONISMAR","TONISMAR","M","",63,63,63,1,""
"TONIVAL","TONIVAL","M","",46,46,46,1,""
"TONIVALDO","TONIVALDO","M","",129,129,129,1,""
"TONIVAN","TONIVAN","M","",61,61,61,1,""
"TONIZETE","TONIZETE","M","",50,50,50,1,""
"TONNI","TONI","M","",37,37,15841,1,"THONI|THONNY|THONY|TONI|TONNY|TONY"
"TONNY","TONI","M","",489,489,15841,1,"THONI|THONNY|THONY|TONI|TONNI|TONY"
"TONPSON","TONPSON","M","",28,28,48,1,"THONPSON"
"TONY","TONI","M",65,7204,7269,15841,0.99,"THONI|THONNY|THONY|TONI|TONNI|TONNY"
"TONYS","TONIS","M","",39,39,299,1,"TONIS"
"TOPAZIO","TOPAZIO","F",37,20,57,57,0.65,""
"TOR","THOR","M","",57,57,461,1,"THOR|TO"
"TORBEN","TORBEN","M","",34,34,34,1,""
"TORCATO","TORCATO","M","",55,55,55,1,""
"TORIBIO","TORIBIO","M","",125,125,125,1,""
"TORQUARTO","TORQUARTO","M","",45,45,45,1,""
"TORQUATA","TORQUATA","F",110,"",110,110,1,""
"TORQUATO","TORQUATO","M","",564,564,564,1,""
"TOSCA","TOSCA","F",124,"",124,124,1,""
"TOSHI","TOSHI","F",89,35,124,165,0.72,"TOCHI|TUYOSHI"
"TOSHIAKI","TOSHIAKI","M","",164,164,164,1,""
"TOSHICO","TOSHIKO","F",217,"",217,1094,1,"TOCHICO|TOCHIKO|TOSHIHIKO|TOSHIKO"
"TOSHIE","TOSHIE","F",304,"",304,330,1,"TOCHIE"
"TOSHIHARU","TOSHIHARU","M","",43,43,43,1,""
"TOSHIHIKO","TOSHIKO","M","",62,62,1094,1,"TOCHICO|TOCHIKO|TOSHICO|TOSHIKO"
"TOSHIHIRO","TOSHIRO","M","",64,64,173,1,"TOSHIRO"
"TOSHIKA","TOSHIKA","F",22,"",22,22,1,""
"TOSHIKO","TOSHIKO","F",715,"",715,1094,1,"TOCHICO|TOCHIKO|TOSHICO|TOSHIHIKO"
"TOSHINORI","TOSHINORI","M","",26,26,26,1,""
"TOSHIO","TOSHIO","M","",851,851,922,1,"TOCHIO"
"TOSHIRO","TOSHIRO","M","",109,109,173,1,"TOSHIHIRO"
"TOSHIUKI","TOSHIYUKI","M","",26,26,125,1,"TOSHIYUKI"
"TOSHIYUKI","TOSHIYUKI","M","",99,99,125,1,"TOSHIUKI"
"TOTO","TOTO","M","",50,50,50,1,""
"TOUFIC","TOUFIC","M","",50,50,117,1,"TUFIC|TUFIK"
"TOVAR","TOVAR","M","",131,131,131,1,""
"TOYOKO","TOYOKO","F",276,"",276,276,1,"TOYOCO"
"TRACY","TRACY","F",306,"",306,306,1,""
"TRAJANO","TRAJANO","M","",1491,1491,1491,1,""
"TRANQUEDO","TRANQUEDO","M","",131,131,131,1,""
"TRANQUELINO","TRANQUILINO","M","",21,21,198,1,"TRANQUILINO"
"TRANQUILINO","TRANQUILINO","M","",177,177,198,1,"TRANQUELINO"
"TRANQUILO","TRANQUILO","M","",441,441,441,1,""
"TRASIBULO","TRAZIBULO","M","",41,41,108,1,"TRAZIBULO"
"TRAUDE","TRAUDE","F",235,"",235,235,1,""
"TRAUDI","TRAUDI","F",511,"",511,511,1,"TRAUDY"
"TRAUTE","TRAUTE","F",22,"",22,22,1,""
"TRAYCE","TRAYCE","F",31,"",31,31,1,""
"TRAZIBIO","TRAZIBIO","M","",23,23,23,1,""
"TRAZIBULO","TRAZIBULO","M","",67,67,108,1,"TRASIBULO"
"TREICE","TREICE","F",200,"",200,261,1,"TREYCE"
"TREICI","TREICY","F",36,"",36,132,1,"TREICY"
"TREICIANE","TRICIANE","F",30,"",30,177,1,"TRICIANE"
"TREICY","TREICY","F",96,"",96,132,1,"TREICI"
"TREISSE","TREISSE","F",21,"",21,21,1,""
"TRESINHA","TREZINHA","F",173,"",173,755,1,"TREZINHA|TRREZINHA"
"TREVOR","TREVOR","M","",34,34,34,1,""
"TREYCE","TREICE","F",61,"",61,261,1,"TREICE"
"TREZINHA","TREZINHA","F",532,"",532,755,1,"TRESINHA|TRREZINHA"
"TRIANA","TRIANA","F",75,"",75,75,1,""
"TRICIA","TRICIA","F",938,"",938,1041,1,"TRICYA|TRYCIA"
